"price","t"
49.75,1
51.439998626709,2
52.0499992370605,3
52.2799987792969,4
54.2400016784668,5
53.7599983215332,6
53.3899993896484,7
54.4599990844727,8
53.5099983215332,9
53.9700012207031,10
53.9099998474121,11
55.1500015258789,12
54.7999992370605,13
54.5,14
53.3499984741211,15
55,16
54.3499984741211,17
53.7000007629395,18
54.7400016784668,19
53.9099998474121,20
52.9099998474121,21
53.3300018310547,22
52.6199989318848,23
54.3600006103516,24
55.0299987792969,25
55.7099990844727,26
55.4799995422363,27
56.6100006103516,28
55.5,29
55.0699996948242,30
55.7799987792969,31
55.5900001525879,32
55.8499984741211,33
54.5200004577637,34
55.5,35
56.0099983215332,36
55.6699981689453,37
57.3499984741211,38
56.2999992370605,39
55.0400009155273,40
54.5200004577637,41
54.3300018310547,42
54.3199996948242,43
54.3800010681152,44
52.9000015258789,45
53.8499984741211,46
54.9599990844727,47
55.0299987792969,48
55.9300003051758,49
56.6300010681152,50
56.439998626709,51
57.2799987792969,52
56.5900001525879,53
55.9500007629395,54
56.3600006103516,55
55.75,56
55.6800003051758,57
54.8600006103516,58
55.189998626709,59
54.5,60
54.560001373291,61
54.4199981689453,62
55.5,63
54.5200004577637,64
53.6100006103516,65
53.2599983215332,66
54.4500007629395,67
54.7000007629395,68
53.4199981689453,69
54.4900016784668,70
53.9799995422363,71
54.7700004577637,72
52.9500007629395,73
52.9700012207031,74
53.6500015258789,75
54.4199981689453,76
54.9900016784668,77
54.9000015258789,78
54.6699981689453,79
54.7000007629395,80
55.7299995422363,81
54.0800018310547,82
53.8199996948242,83
54.0900001525879,84
53.5099983215332,85
53.2200012207031,86
52.9300003051758,87
53.5900001525879,88
52.7900009155273,89
52.0800018310547,90
52.1399993896484,91
52.4300003051758,92
51.5699996948242,93
50.6500015258789,94
50.4099998474121,95
49.7799987792969,96
51.0400009155273,97
52.5299987792969,98
53.189998626709,99
52.3600006103516,100
51.2799987792969,101
51.9000015258789,102
51.4099998474121,103
52.310001373291,104
51.6300010681152,105
49.5200004577637,106
50.0400009155273,107
49.4700012207031,108
49.7900009155273,109
50.3499984741211,110
49.3400001525879,111
48.689998626709,112
48.4900016784668,113
48.8699989318848,114
49.6500015258789,115
49.8899993896484,116
50.0699996948242,117
50.0900001525879,118
50.4300003051758,119
52.3499984741211,120
53.8800010681152,121
53.7200012207031,122
53.7200012207031,123
55.6800003051758,124
54.3600006103516,125
54.5200004577637,126
56.1100006103516,127
55.8800010681152,128
53.9099998474121,129
53.5800018310547,130
53,131
54.0900001525879,132
55.0999984741211,133
55.6100006103516,134
57.8199996948242,135
58.75,136
58.9300003051758,137
59.1199989318848,138
58.3800010681152,139
59.439998626709,140
60.060001373291,141
57.3199996948242,142
57.310001373291,143
58.0299987792969,144
59.2900009155273,145
56.4000015258789,146
54.3400001525879,147
53.7900009155273,148
52.4900016784668,149
51.5200004577637,150
53.2400016784668,151
52.3800010681152,152
54.5099983215332,153
53.7200012207031,154
52.8300018310547,155
53.9000015258789,156
54.5699996948242,157
55.2299995422363,158
55.6399993896484,159
56.0699996948242,160
55.9900016784668,161
54.4700012207031,162
55.4199981689453,163
55.5800018310547,164
53.9300003051758,165
55.2200012207031,166
55.9500007629395,167
56.8300018310547,168
57.3499984741211,169
57.7099990844727,170
57.6500015258789,171
57.3300018310547,172
57.7999992370605,173
57.3600006103516,174
55.9599990844727,175
55.3800010681152,176
56.3800010681152,177
56.0099983215332,178
57.2299995422363,179
57.9500007629395,180
57.6500015258789,181
58.0099983215332,182
58.1599998474121,183
58.8600006103516,184
57.7599983215332,185
58.6199989318848,186
59.3600006103516,187
60.3600006103516,188
61.6800003051758,189
62.1300010681152,190
62.1800003051758,191
60.6599998474121,192
61.4799995422363,193
61.7599983215332,194
62.5699996948242,195
62.439998626709,196
59.5299987792969,197
58.6500015258789,198
56.8300018310547,199
57.7099990844727,200
56.75,201
58.8499984741211,202
59.1800003051758,203
61,204
61.3499984741211,205
61.5800018310547,206
62,207
61.8199996948242,208
60.689998626709,209
62.7200012207031,210
63.9500007629395,211
65.129997253418,212
66.1399993896484,213
66.3899993896484,214
67.7699966430664,215
66.6100006103516,216
64.3000030517578,217
63.3800010681152,218
60.8600006103516,219
59.310001373291,220
55.9799995422363,221
58.2000007629395,222
58.4099998474121,223
57.7099990844727,224
58.9500007629395,225
60.3600006103516,226
61.0200004577637,227
60.9000015258789,228
61.4199981689453,229
63.8800010681152,230
64.2399978637695,231
66.1699981689453,232
66.3600006103516,233
66.7200012207031,234
66.1600036621094,235
67.4599990844727,236
68.5400009155273,237
69.7600021362305,238
69.9499969482422,239
69.629997253418,240
70.6800003051758,241
71.0100021362305,242
71.1500015258789,243
72.7099990844727,244
72.120002746582,245
74.5699996948242,246
75.3399963378906,247
73.370002746582,248
76.0199966430664,249
77.2399978637695,250
76.0599975585938,251
73.8000030517578,252
75.6399993896484,253
77.4400024414062,254
80.1699981689453,255
80.7799987792969,256
78.8099975585938,257
73.7799987792969,258
76.129997253418,259
77.9499969482422,260
77.8600006103516,261
77.2900009155273,262
76.5500030517578,263
75.3899993896484,264
74.7799987792969,265
73.6399993896484,266
73.4700012207031,267
73.5899963378906,268
73.4599990844727,269
74.9800033569336,270
74.5299987792969,271
76.9899978637695,272
78.8199996948242,273
78.620002746582,274
77.5500030517578,275
77.4599990844727,276
77.4100036621094,277
76.8399963378906,278
75.5999984741211,279
75.5599975585938,280
76.5299987792969,281
77.5800018310547,282
75.870002746582,283
76.7799987792969,284
77.3399963378906,285
77,286
75.370002746582,287
74.5,288
75.5999984741211,289
73.9000015258789,290
74.9499969482422,291
76.9100036621094,292
77.4199981689453,293
75.7300033569336,294
72.4899978637695,295
71.5599975585938,296
68.4800033569336,297
68.8199996948242,298
66.7399978637695,299
67,300
70.129997253418,301
68.9700012207031,302
69.6600036621094,303
69.3399963378906,304
72.379997253418,305
71.5400009155273,306
70.0299987792969,307
72.1500015258789,308
72.4000015258789,309
72.6900024414062,310
71.0599975585938,311
70.9700012207031,312
70.9000015258789,313
69.1800003051758,314
66.629997253418,315
66.8000030517578,316
66.7799987792969,317
67.4100036621094,318
66.2099990844727,319
65.7099990844727,320
65.4499969482422,321
64.1399993896484,322
63.0400009155273,323
62.7400016784668,324
65,325
64.5199966430664,326
66.4899978637695,327
66.6699981689453,328
66.7099990844727,329
67.5500030517578,330
67.75,331
68.6900024414062,332
66.3199996948242,333
65.1800003051758,334
64.5500030517578,335
62.6800003051758,336
62.6699981689453,337
63.2599983215332,338
63.0200004577637,339
61.7000007629395,340
63.3600006103516,341
63.9000015258789,342
61.8699989318848,343
60.9700012207031,344
58.9500007629395,345
62.3199996948242,346
67.3899993896484,347
67.9000015258789,348
70.0199966430664,349
71.1900024414062,350
71.0999984741211,351
69.7799987792969,352
72.1999969482422,353
78.3000030517578,354
79.8000030517578,355
77.6800003051758,356
82.0500030517578,357
81.4300003051758,358
79.6699981689453,359
77.5999984741211,360
80.129997253418,361
81.7300033569336,362
78.0899963378906,363
79.870002746582,364
81.2099990844727,365
81.7600021362305,366
84.6500015258789,367
83.9899978637695,368
81.7300033569336,369
82.6699981689453,370
83.7900009155273,371
85.1800003051758,372
84.7399978637695,373
87.7799987792969,374
88.2300033569336,375
86.4300003051758,376
87.8499984741211,377
88.1600036621094,378
86.9700012207031,379
90.0400009155273,380
92.2900009155273,381
92.6800003051758,382
93.7600021362305,383
94.9899978637695,384
94.3899993896484,385
96.0100021362305,386
94.129997253418,387
93.5699996948242,388
96.8399963378906,389
99.0100021362305,390
96.5599975585938,391
97.7300033569336,392
95.9000015258789,393
97.8399963378906,394
97.1399993896484,395
94.4300003051758,396
93.3000030517578,397
95.5100021362305,398
93.4400024414062,399
94.8899993896484,400
96.9599990844727,401
95.6999969482422,402
97.4599990844727,403
97.25,404
97.0299987792969,405
97.9599990844727,406
96.1600036621094,407
95.4100036621094,408
95.0199966430664,409
94.4400024414062,410
95.8899993896484,411
96.4000015258789,412
96.1900024414062,413
95.8600006103516,414
94.4100036621094,415
94.4400024414062,416
95.2300033569336,417
96.1699981689453,418
97.0299987792969,419
96.9000015258789,420
95.2600021362305,421
93.9300003051758,422
90.0899963378906,423
89.9499969482422,424
88.7699966430664,425
90.4400024414062,426
89.0899963378906,427
90.3199996948242,428
91.3000030517578,429
91.9000015258789,430
90.7099990844727,431
89.2399978637695,432
90.8300018310547,433
91.1800003051758,434
93.0899963378906,435
92.1399993896484,436
90.9199981689453,437
88.0899963378906,438
86.4599990844727,439
89.1500015258789,440
87.7399978637695,441
89.1600036621094,442
87.5800018310547,443
88.1699981689453,444
86.9599990844727,445
87.25,446
85.6399993896484,447
88.5800018310547,448
92.9599990844727,449
93.7099990844727,450
95.9599990844727,451
96.0500030517578,452
94.5999984741211,453
94.8099975585938,454
96.2099990844727,455
95.8199996948242,456
93.7399978637695,457
93.5699996948242,458
94.8399963378906,459
96.4000015258789,460
95.7399978637695,461
97.4599990844727,462
95.7399978637695,463
94.7900009155273,464
95.1399993896484,465
93.4700012207031,466
93.7900009155273,467
96.3899993896484,468
96.0400009155273,469
95.4300003051758,470
95.4400024414062,471
98.9000015258789,472
102.269996643066,473
103.650001525879,474
104.400001525879,475
106.080001831055,476
105.110000610352,477
104.660003662109,478
104.639999389648,479
103.23999786377,480
103.690002441406,481
103.930000305176,482
103.769996643066,483
103.98999786377,484
105.290000915527,485
105.599998474121,486
103.349998474121,487
104.559997558594,488
106.870002746582,489
108.98999786377,490
108.660003662109,491
110.23999786377,492
108.870002746582,493
108.449996948242,494
110.129997253418,495
111.019996643066,496
111.599998474121,497
113.48999786377,498
111.129997253418,499
110.470001220703,500
108.580001831055,501
108.620002746582,502
109.48999786377,503
109.389999389648,504
108.610000610352,505
107.220001220703,506
105,507
104.550003051758,508
106.360000610352,509
105.540000915527,510
108.480003356934,511
109.169998168945,512
109.690002441406,513
111.309997558594,514
113.790000915527,515
114.790000915527,516
116.680000305176,517
117.699996948242,518
118.800003051758,519
120.680000305176,520
119.529998779297,521
120.73999786377,522
120.199996948242,523
120.120002746582,524
117.75,525
121.290000915527,526
122.76000213623,527
124.669998168945,528
126.75,529
129.070007324219,530
129.649993896484,531
134.169998168945,532
135.570007324219,533
136.699996948242,534
136.080001831055,535
135.029998779297,536
139.580001831055,537
139.339996337891,538
135.75,539
136.110000610352,540
136.899993896484,541
135.75,542
141.720001220703,543
140.199996948242,544
138.580001831055,545
140.630004882812,546
142.740005493164,547
145.149993896484,548
139.550003051758,549
135.619995117188,550
137.669998168945,551
136.089996337891,552
136.190002441406,553
141.330001831055,554
143.639999389648,555
145.410003662109,556
143.740005493164,557
141.619995117188,558
133.449996948242,559
136.059997558594,560
134.690002441406,561
136.289993286133,562
137.360000610352,563
136.179992675781,564
138.800003051758,565
141.910003662109,566
141.889999389648,567
136.619995117188,568
142.330001831055,569
145.050003051758,570
143.460006713867,571
141.559997558594,572
141,573
138.580001831055,574
146.429992675781,575
150.580001831055,576
152.899993896484,577
156.720001220703,578
159.309997558594,579
158.470001220703,580
162.559997558594,581
161.970001220703,582
164.410003662109,583
165.389999389648,584
166.639999389648,585
170.5,586
166.039993286133,587
168.509994506836,588
161.029998779297,589
162.550003051758,590
160.940002441406,591
166.470001220703,592
165.699996948242,593
157.020004272461,594
162.639999389648,595
165.270004272461,596
167.529998779297,597
171.440002441406,598
172.399993896484,599
170.520004272461,600
173.419998168945,601
174.580001831055,602
173.449996948242,603
177.009994506836,604
178.539993286133,605
185.699996948242,606
184.380004882812,607
186.940002441406,608
180.119995117188,609
175.789993286133,610
176.509994506836,611
179.529998779297,612
180.240005493164,613
178.550003051758,614
171.259994506836,615
145.020004272461,616
130.309997558594,617
139.110000610352,618
135.460006713867,619
137.580001831055,620
136.899993896484,621
131.210006713867,622
133.559997558594,623
138.339996337891,624
141.360000610352,625
138.520004272461,626
144.820007324219,627
137.949996948242,628
136.720001220703,629
140.229995727539,630
141.970001220703,631
144.240005493164,632
145.720001220703,633
148.539993286133,634
150.679992675781,635
151.479995727539,636
151.279998779297,637
151.820007324219,638
146.220001220703,639
149.759994506836,640
153.199996948242,641
145.130004882812,642
148.940002441406,643
147.300003051758,644
143.380004882812,645
142.509994506836,646
143.770004272461,647
150.339996337891,648
152.869995117188,649
154.669998168945,650
155.350006103516,651
153.130004882812,652
153.759994506836,653
152.270004272461,654
152.559997558594,655
148.740005493164,656
154.029998779297,657
148.229995727539,658
147.639999389648,659
147.929992675781,660
148.289993286133,661
150.380004882812,662
152.130004882812,663
152.639999389648,664
152.029998779297,665
153.619995117188,666
154.770004272461,667
156.179992675781,668
158.369995117188,669
157,670
153.919998168945,671
148.960006713867,672
151.410003662109,673
153.899993896484,674
156.139999389648,675
154.720001220703,676
155.729995727539,677
155.809997558594,678
157.059997558594,679
158.649993896484,680
161.009994506836,681
162.330001831055,682
166.470001220703,683
167.690002441406,684
165.210006713867,685
163.550003051758,686
161.740005493164,687
165.449996948242,688
166.669998168945,689
163.410003662109,690
164.25,691
